,Title,Abstract,Activity Code,Admin IC,Admin IC Long,Funding ICs,Agency,Appl Class Code,Appl Status Code,Appl Type Code,Active,Award Status,Appl ID,Grant Number,Full Grant Number,Serial Number,Suffix Code,Sub Project ID,Fiscal Year,Support Year,Record Index,toCurate2,isRemote,isDataGath,isIntervent,isClin,isRnD,isWear,isTele,isMobile,isHome
3320,The Spine Phenome Project: Enabling Technology for Personalized Medicine,"Chronic Low Back Pain (cLBP) is a debilitating condition that affects millions of people globally. Despite increased utilization of interventions and rising medical costs, cLBP prevalence has continued to increase. This problem arises because cLBP is complex, heterogeneous and current diagnostics and treatments rely primarily on subjective metrics and do not target all the multidimensional biopsychosocial mechanisms associated with cLBP. Specifically, most diagnostics do not quantitively consider patient functional measures. This multidisciplinary effort proposes to address this problem by developing and validating a digital health platform and provide meaningful data-driven metrics that enable an integrated approach to clinical evaluation and treatment of cLBP. This platform will facilitate the use of quantitative spinal motion metrics (function), PROs and patient preference information to enable deep patient phenotyping and inform clinical decision-making on personalized treatments in order to improve outcomes. This effort will involve software and hardware development to enable data collection, analysis and visualization in clinical settings. Technology development effort will be done in partnership with Switchbox Inc. (Software Strategy) and Priority Designs Inc. (Regulatory Strategy). The specific aims for UH2 phase are to: 1) Develop a Digital health platform for collecting, analyzing, and reporting core cLBP metrics; 2) Conduct a feasibility study to test the clinical operability, usability and utility of the prototype; and the specific Aims for UH3 phase are to: 1) Optimize Digital Health Platform for translation to clinical research use through BACPAC; 2) Validate the utility of the Digital Health Platform to identify cLBP patient phenotypes and inform clinical decision-making on optimal treatment pathways for individual patients. The outcome of this project will be a digital health platform with data to support regulatory submission for clinical use. At the end of this effort, we will have a validated tool for integration in clinical research studies supported by the BACPAC consortium.",UH2,AR,NIAMS,NS,National Institutes of Health (NIH),G,5,1,No,Awarded,9898031,UH2AR076729,UH2AR076729-01,76729,,,2019,1,2392,Chris,TRUE,FALSE,FALSE,,,,,,
3327,"All About Me: An Intervention to Ease the Transition to Long-term Care, Build Community, and Improve Quality of Care for Persons with Dementia","Given the large number of persons with dementia (PWD) who move into long-term care (LTC) settings each year, and the issues that arise during both this process and their subsequent adaptation to the new living situation, there is a need for a person-centered program to improve both the transition itself and to assist PWD in adapting to their new environment. This Phase I study will involve initial development and evaluation of an innovative cross-platform software app called All About Me (AAM), which will consist of Serious Digital Health Games (SDHGs) for PWD. The AAM App will assist staff in providing person-centered care and enable residents to improve relationships with one another and with staff, thereby promoting a sense of community. The market-ready version of the AAM App will consist of five components. (1) The Fun Facts About Me Game will be used when a PWD is moving into LTC. Family members of PWD will play this game with their relative with dementia. The goal of the game is to provide an enjoyable way for family members and PWD to provide important information about the PWD's social history, personal interests, and care preferences. (2) The Resident Game Bundle will consist of SDHGs that will allow PWD to learn about one another in an enjoyable way. Game content will be automatically created, based upon data collected during the Fun Facts About Me Game. (3) The My Residents Module will provide staff with a convenient way to view information about a PWD with whom they will be working. Staff will launch this module from any device, including a smartwatch in the market-ready version. (4) The Meet the Staff Module, which will be developed and tested in a future Phase II study, will allow residents to learn about staff members at their community, thereby improving relationships between staff members and PWD. (5) The AAM Training Modules will provide staff and family members with access to video-based training modules that describe how to use relevant portions of the app. This Phase I study has three Specific Aims, which will be completed by three project teams over the course of 12 months. Aim 1. Develop an Alpha version of the AAM App. The Software Team and Content Team will work collaboratively to complete Aim 1 during Months 1-7 of the project. They will create (1) The Fun Facts About Me Game and a single Resident Game Bundle game, (2) Two categories of information for the My Residents Module, and (3) Alpha versions of staff and family member Training Modules. Development of the AAM App will be iterative and be informed by Advisory Panels of staff members, family members, and PWD. Aim 2. Examine acceptability of and satisfaction with the AAM App. Aim 3. Examine the impact of the Resident Game Bundle / Survey Says Game on engagement/affect. The Experimental Team will meet Aims 2 and 3 by conducting a quasi-experiment with 24 PWD, 12 Staff, and 24 Family Members during Months 8-11. After an initial 4-week Baseline Period, staff and PWD will be asked to use the AAM App during Months 9-10, while family members will play The Fun Facts About Me Game at least once during Month 9.",R43,AG,NIA,AG,National Institutes of Health (NIH),G,5,1,Yes,Awarded,10481163,R43AG077993,R43AG077993-01,77993,,,2022,1,2399,Josh,TRUE,TRUE,TRUE,,,,,,
3329,"Effect of a Novel, Interactive Mobile APP on Voice Therapy Outcomes and Adherence","Poor patient adherence to treatment limits the effectiveness of behavioral voice therapy. While patients can produce a target voice technique with clinician feedback, they experience adherence failure between therapy sessions characterized by an inability to replicate the target technique independently, forgetting to practice, and forgetting to use the technique all day. Patient self-efficacy (i.e. task-specific confidence) to overcome these challenges is poor. Problem: In our past research, provision of voice therapy videos on mobile MP4 devices significantly increased adherence and self-efficacy (i.e., task-specific confidence), and improved voice outcomes but not significantly so. Therefore, to assist patients in self-evaluating voice technique and remembering to use it, a novel iOS- based software application or ""app"" was developed in our laboratory that provides interactive voice quality feedback (jitter and cepstral peak prominence values), reminds patients to practice, models individualized practice via therapy recordings, and records all practice for direc tracking of adherence (without self-report). Objective: The aims of this project are to test the efficacy of our mobile app in affecting 1) improved voice therapy outcomes and 2) improved adherence and self-efficacy for adherence. Strategy: Sixty adults diagnosed with adducted hyperfunctional voice production and referred for resonant voice therapy at the University of Cincinnati Voice Clinic and Emory Voice Center will be randomized to one of two conditions: 1) resonant voice therapy supplemented by standard-of-care written homework instructions or 2) resonant voice therapy supplemented by the mobile voice therapy adherence app. All participants will record their practice on loaned iPods but only half will receive the app. For aim 1, outcome measures (VHI scores, acoustic and perceptual analysis of CAPE-V recordings) will be obtained prior to and following 4 sessions of treatment. For aim 2, adherence will be examined for frequency and duration of patient self-recordings and recordings obtained through app use. Self-efficacy will be tracked weekly through the Voice Therapy Self- Efficacy Scale. Group differences for both aims will be calculated via t-tests, and effects of self-efficacy and adherence on outcomes will be examined with regression analysis. Significance: This project will yield clinical tools and findings that translate directly to clinical voice care, are relevant across speech-language pathology interventions, expand knowledge of adherence and motor learning, and hold potential to increase voice therapy efficacy without increased cost.",R03,DC,NIDCD,DC,National Institutes of Health (NIH),G,5,5,No,Awarded,8849888,R03DC013884,R03DC013884-02,13884,,,2015,2,2401,Tom,FALSE,FALSE,TRUE,,,,,,
3356,Using Mobile Technology to Understand and Encourage Mindfulness for Smoking Cessa,"Tobacco use is the leading cause of preventable morbidity and mortality in the U.S. Although most smokers indicate interest in quitting, only 6% quit each year. Mindfulness-based interventions show promise for improving smoking cessation; however, underlying mechanisms are unclear. Furthermore, there is a dearth of research on mindfulness and smoking cessation in underserved populations (i.e., members of racial/ethnic minority groups and individuals with low socioeconomic status [SES]), who often have greater difficulty quitting smoking and experience profound tobacco-related health disparities. Mobile health technology (""mHealth"") is revolutionizing healthcare and might be used to elucidate mechanisms underlying mindfulness and enhance mindfulness-based interventions for smoking cessation. Claire Adams, Ph.D., an Assistant Professor of Psychology at the Catholic University of America (CUA), is seeking five years of support through the K23 Mentored Patient-Oriented Research Career Development Award for training and research related to mindfulness, mHealth, advanced statistics, and health disparities research. Dr. Adams' overarching career goals are to inform, develop, evaluate, and disseminate mindfulness- based interventions to promote smoking cessation, prevent cancer and other chronic diseases, and enhance well-being in diverse populations. Through the proposed training plan, Dr. Adams will expand her knowledge and skills with regard to mindfulness, smoking cessation, and health disparities research. In order to fill important gaps in her experience thus far, she will gain specialized training related to mHealth and the advanced statistics necessary for analyzing multi-level and longitudinal data. Dr. Adams will work with her mentoring team (led by Dr. David Wetter and comprising experts in fields of psychology, engineering, public health, and biostatistics) to complete formal coursework, specialized workshops, and directed readings. Primary research aims are to: 1) utilize advanced statistics and mHealth technology to determine mechanisms through which mindfulness influences smoking cessation, and 2) design and test the feasibility of a mHealth-enhanced mindfulness-based intervention for smoking cessation. Toward the first aim, Dr. Adams will learn and apply advanced multilevel modeling techniques to determine mechanisms underlying mindfulness and smoking cessation in three existing datasets that include diverse samples of smokers. Toward the second aim, Dr. Adams will work with her mentoring team to develop and test the feasibility of a mindfulness-based smoking cessation treatment that is supplemented by between-session text messaging. This program aims to deliver personalized intervention to participants in their natural environments and in the moments when they might benefit most. Findings from this feasibility study will inform and provide pilot data for an R01 application of a larger randomized controlled trial. Dr. Adams will conduct the proposed work at CUA, which will provide space, time, equipment, and other resources for research and training. The proposed research will be the first known to use mobile technology to examine mechanisms underlying mindfulness and smoking, as well as the first known study to use text messaging to enhance mindfulness- based smoking cessation. Furthermore, all proposed studies will target racially/ethnically diverse and low-SES populations (who are at disproportionate risk for tobacco-related health disparities and have not typically served as participants in mindfulness research). Research findings could be critical in moving forward the scientific study of mindfulness, improving patient outcomes in smoking cessation interventions, preventing cancer and other chronic diseases, and improving quality of life in diverse and underserved populations. The proposed training and research plan would launch Dr. Adams as an independent clinical scientist who conducts multidisciplinary research to inform, develop, evaluate, and disseminate innovative mindfulness- based interventions to improve health in diverse populations.",K23,AT,NCCIH,AT,National Institutes of Health (NIH),G,5,5,No,Awarded,8915057,K23AT008442,K23AT008442-02,8442,,,2015,2,2429,Josh,FALSE,FALSE,TRUE,,,,,,
3369,Increasing HPV Vaccine Coverage among Young Adult Gay and Bisexual Men,"Gay and bisexual men have high rates of human papillomavirus (HPV) infection and HPV-related disease (e.g., anal cancer) compared to the general population. HPV vaccination is a promising strategy for reducing these existing disparities, as routine HPV vaccination is recommended for young gay and bisexual men (YGBM) through age 26. However, little research has addressed HPV vaccination among YGBM, and no interventions we are aware of have been developed specifically for this high-risk population. To address this important research gap, we conducted a national survey of YGBM ages 18-26 in late 2013. Only about 13% of participants had received any doses of HPV vaccine, and results provided valuable information for designing an HPV vaccine intervention for YGBM. Based on results of this preliminary research, an interdisciplinary research team will conduct the proposed study, ""Increasing HPV Vaccine Coverage among Young Adult Gay and Bisexual Men."" The study will develop and pilot test a theoretically-based mobile health (mHealth) HPV vaccine intervention for YGBM that will consist of: 1) population-targeted, individually-tailored content about HPV and HPV vaccine; and 2) vaccination reminders. During pilot testing, the intervention will be compared to a control group that receives standard information about HPV and HPV vaccine via a mobile-friendly website. The study will have two primary aims and an exploratory aim. Aim 1 will develop and pilot test the mHealth HPV vaccine intervention for YGBM to establish intervention feasibility and acceptability. Feasibility will be established by meeting recruitment (n=94) and retention (85% retention over a 6-month follow-up period) goals for the pilot study, and acceptability will be established by comparing participant satisfaction with study materials between the intervention and control groups. Aim 2 will obtain preliminary efficacy data on whether the mHealth HPV vaccine intervention increases HPV vaccine initiation compared to the control group. HPV vaccine initiation (i.e., receipt of the first dose of the three-dose HPV vaccine series) will serve as the primary outcome for the pilot study. An exploratory aim will examine whether the mHealth HPV vaccine intervention affects secondary outcomes compared to the control group. Secondary outcomes will include receipt of the second and third doses of the HPV vaccine series and changes in potential mediators between study group and HPV vaccination. Results from the pilot study will establish intervention feasibility and acceptability and provide valuable preliminary data on outcomes related to HPV vaccination. These data will inform an R01 grant application to test the efficacy of the mHealth HPV vaccine intervention in a large randomized controlled trial.",R21,CA,NCI,CA,National Institutes of Health (NIH),G,5,1,No,Awarded,8869419,R21CA194831,R21CA194831-01,194831,,,2015,1,2443,Chris,FALSE,FALSE,TRUE,,,,,,
3382,Optimizing HIV care for patients with substance use disorders using predictive analytics in a mobile health application,"It is now well-accepted that lowering community viral load through scale-up of antiretroviral therapy (ART) can reduce HIV transmission among people who use drugs. However, achieving durable viral suppression among patients with substance use disorders is a major challenge for clinical providers and health systems. Patients with substance use disorders are continuously at risk for relapse and other disruptive life events. This can lead to frequent lapses in antiretroviral treatment and subsequent viral rebound, which increases the risk of health problems related to HIV and the risk of transmitting HIV to others. This project addresses the problem of lapses in antiretroviral treatment by testing the effectiveness of an innovative mobile health (mHealth) system designed to support people living with HIV and substance use disorders who are receiving HIV care. The mHealth intervention, called A-CHESS, is an evidence-based smartphone application previously shown to reduce substance use and improve retention in addiction treatment by improving social connectedness, intrinsic motivation and coping competence. In this 2-stage, crossover clinical trial, we will provide smartphones running the A-CHESS application to 150 HIV-positive patients who have a past-year history of alcohol, opioid, or stimulant use disorder. In the first phase, participants will use the A-CHESS application to report data in real time describing their drug use, mood, social support, and other factors during a 6-month ecologic momentary assessment (EMA) study. These data will be used to develop and validate a predictive model of treatment non-adherence in this population. After 6 months, all patients will cross over to the second study phase, during which the full, multi-component, tailored mHealth intervention will be delivered using the A-CHESS platform. Simultaneously, data captured by A-CHESS describing participants' risk of treatment lapse will be communicated to patient's providers and clinical support staff, allowing timely and focused support interventions. The effectiveness of the intervention for improving the rate of viral suppression will be assessed using a mixed effects logistic regression model. This project has the potential for high impact because it identifies the critical time-varying determinants of lapses in HIV care for substance using patients, and translates these diverse inputs into actionable, patient-specific alerts to clinical providers.",DP2,DA,NIDA,DA,National Institutes of Health (NIH),G,5,1,No,Awarded,9180574,DP2DA042424,DP2DA042424-01,42424,,,2016,1,2456,Pablo,FALSE,TRUE,TRUE,,,,,,
3411,Using Wearable Technology to Assess Recovery and Detect Post-Operative Complications Following Cardiothoracic Surgery,"Every year, more than 500,000 patients undergo operations for heart and lung disease. After surgery, patients often experience pain, fatigue, and disturbed sleep that can persist for weeks to months. In addition, up to 32% of patients develop postoperative complications, which often occur after discharge from the hospital and may lead to readmission. Complications are costly and can be deadly; they are associated with a 200-300% increase in healthcare costs and a 6-fold increase in 90-day postoperative mortality. Currently, after surgery, when a patient is discharged from the hospital, the patient and their family members are responsible for monitoring the patient's health status. Patients are usually not seen by a doctor for 2-4 weeks after discharge. Attempts to improve postoperative monitoring include home health visits and telemedicine approaches. However, these methods have been shown to be ineffective, costly, and allow for only vague and intermittent assessments of recovery. They do not detect complications until they are at a more severe stage. As such, accurate, easy-to-implement and inexpensive methods to assess postoperative recovery and to detect complications at their earliest stage-before symptom onset-are urgently needed. We previously showed that machine learning analysis of biometrics collected by wearables could detect Lyme Disease and Covid-19. We then, in a pilot study, applied our algorithm, previously developed to identify Covid- 19, to patients undergoing thoracic surgery and showed that this algorithm could detect 89% of complications a median of 3 days before symptom onset. When we evaluated the postoperative recovery of cardiothoracic patients, we showed that machine learning analysis of biometrics could classify patients into distinct recovery groups. Thus, wearables and machine learning algorithms could lead to a highly accurate and accessible method to predict complications early and improve assessments of recovery. Our overall objective is to optimize and validate our machine learning algorithm-previously developed for the early detection of Covid-19-for the detection of postoperative complications prior to symptom onset and to use machine learning analysis to predict the quality of a patient's recovery using pre- and intraoperative data. Our project aims to first use wearables to collect high-resolution physiologic data of cardiothoracic surgical patients. We will then extend our previously developed algorithm for early detection of postoperative complications and develop an algorithm to predict the quality of a patient's postoperative recovery. The proposed project will develop an innovative method to detect postoperative complications prior to symptom onset and predict the quality of a patient's postoperative recovery using pre- and intraoperative data. Importantly, our proposed method could be scaled to not only improve outcomes for cardiothoracic surgical patients, but for patients undergoing other types of surgery. The results of this study will enable a future randomized trial that evaluates whether real-time postoperative monitoring with machine learning algorithms and wearables can lead to 1) earlier detection of complications, 2) earlier outpatient interventions that improve recovery and/or reduce severity of complications, and 3) decreases in unplanned hospital readmissions.",R01,HL,NHLBI,HL,National Institutes of Health (NIH),G,5,1,Yes,Awarded,10522199,R01HL159170,R01HL159170-01A1,159170,A1,,2022,1,2486,Leonie,,,,,,,,,
3413,MOBILE HEALTH INTERVENTION FOR FAMILY SMOKING CESSATION IN ROMANIA,"Tobacco cigarette smoking remains the leading global cause of preventable disease and death killing near- ly 6 million people each year, with most of these deaths occurring in low and middle income countries (LMICs). The potential of mHealth, especially mobile phone-based strategies, to transform health care, change health behaviors, and improve health has particular significance for LMICs where access to health providers and care is limited. Preconception and pregnancy smoking are high in the Central and Eastern Europe (CEE) with life- time negative health effects for the women and their children. There are higher odds of female smoking persis- tence during pregnancy, as well as relapse once pregnant women quit, when the male partner also smokes. It is critically important to address the smoking behavior of couples during their reproductive life. Building on our work in Romania and other CEE countries, the objectives of this application are to deter- mine in a randomized controlled trial (RCT) whether a mHealth couples intervention shows promise in increas- ing smoking cessation among pregnant couples who smoke and to build mHealth research capacity in Roma- nia. We will build on Self-Determination Theory (SDT) and Motivational Interviewing (MI), a counselling style that is successful in assisting people to quit smoking. The intervention will be novel in its use of the unique functionality of smartphones, its emphasis on the dyadic efficacy for smoking cessation, and the focus on pregnant couples. Our aims are to (1) Test the implementation feasibility, acceptability, and initial efficacy of a culturally-adapted mHealth smoking cessation intervention among couples during pregnancy and postpartum in Romania. We will recruit 60 pregnant smokers and their partners; (2) Develop mHealth research capacity by enhancing individual and institutional research capabilities in Romania and expanding the existing international research network. The study will generate a base of preliminary evidence that can be used to launch a large scale R01 pro- ject to test the effectiveness of the proposed smoking prevention intervention. With respect to expected out- comes, the proposed application is anticipated to advance understanding of the effectiveness of a proactive mHealth couple intervention enhanced by addressing couples' dyadic efficacy for smoking cessation in reduc- ing pregnancy smoking and postnatal relapse. Such results are anticipated to have a system wide sustainable positive impact on the prevention of prenatal and postnatal family smoking as the intervention has a high po- tential to be adopted in the universal health system in Romania, with applications to the US and other popula- tions. This research is also expected to have a significant impact on the methodology and design of mHealth interventions during the reproductive years. The development of the international research network and the individual and institutional mHealth research capacity building is expected to positively impact mHealth re- search in CEE and the neighboring region applied to tobacco control and other locally-relevant topics.",R21,TW,FIC,TW,National Institutes of Health (NIH),G,5,1,No,Awarded,9340349,R21TW010896,R21TW010896-01,10896,,,2018,1,2488,Josh,FALSE,FALSE,TRUE,,,,,,
3426,A Predictive Model for Assessment of CSF Flow Through Ventricular Shunts,"Hydrocephalus is a crippling condition which caused by an aberrant draining capacity of cerebrospinal fluid (CSF) from the brain, affecting about 1-5 of every 1000 live births. This debilitating condition commonly manifests itself in frequent headaches, seizures, and comas, with death as a likely outcome when left untreated. The standard of care to alleviate this condition is ventriculoperitoneal shunting which diverts CSF away from the brain ventricles, thereby reducing excess pressure build-up. CSF diversion systems or shunts are typically rudimentary systems which contain a ventricular catheter, valve, and drainage tubing; this technology has experienced minimal innovation since the 1960s. However, shunts regularly fail and require correction surgeries due to obstructions and occlusions, leading to over 125,000 shunt revisions in the United States annually. Shunt revisions cost about 2 billion dollars in the United States annually for the nearly 1 million affected Americans. Hydrocephalus imposes a huge financial, physiological, and psychological burden on patients and their health care providers, emphasizing the urgent need to improve methods of monitoring and prediction of shunt failure. To compound this issue, existing shunt failure diagnostics are costly, invasive, and/or harmful (in the case of ex- tended radiation exposure in CT imaging). Typical shunt testing modalities include Magnetic Resonance Imaging (MRI), Coherence Tomography (CT), and X-rays. Due to patient-to-patient variability in age, pathology, shunt in- termittency, and shunt valve type, there is currently a lack of data with regards to flow dynamics in CSF diversion systems. Most research efforts have primarily focused on the development of 'smart shunts' which inadvertently couples complete shunt failure to sensor failure; this proposal seeks to provide accurate and real-time monitoring of CSF flow in a noninvasive manner, the success of which could directly affect the quality of life of 1 million Americans suffering with hydrocephalus and millions more around the world. This proposal will support the devel- opment of a wearable sensor platform and processing algorithm that will culminate in a predictive model of shunt failure to reduce hospital admissions and improve the quality of life for patients with hydrocephalus. Success of this proposal will yield a fully flexible, soft, and wireless system which monitors CSF diversion (Aim 1 and Aim 2), leading to a validation trial of the integrated system in long term trials of both adult and pediatric patients suffering with hydrocephalus. The completion of this work will also include the generation of a predictive model which allows researchers to study long term CSF flow dynamics through ventricular shunts (Aim 3). Ultimately, our methodology will enable us to collect a wealth of information to significantly aid healthcare professionals in the proactive treatment of the devastating symptoms of hydrocephalus.",F31,NS,NINDS,NS,National Institutes of Health (NIH),G,6,1,No,Awarded,9992053,F31NS115422,F31NS115422-01A1,115422,A1,,2020,1,2501,Pablo,TRUE,TRUE,FALSE,,,,,,
3446,Measuring Real-Time Influences of Mental and Tangible Resources on Men's TB Treatment Lapses and Adherence Behaviors,"In 2018, approximately 10 million people developed TB disease globally, of which men aged ≥15 years accounted for over 50% of the cases. South African national TB prevalence studies have reported that men had a higher burden of TB, a lower case detection and larger reporting gaps compared to women. An analysis of South Africa's TB care cascade revealed that only 53% of TB patients completed treatment. Most strikingly, TB in South Africa is responsible for a large proportion of the difference in life expectancy between men and women. For South Africa to contribute to the End TB Strategy target of halving TB incidence by 2025, it is imperative to implement effective interventions to support engagement and retention in TB care, especially among men. This study will develop a method to gather factors and resources influencing TB treatment in real-time, by integrating modified ecological momentary assessments (mEMA) with medication event-monitoring system (MEMS) and assessing its feasibility. This study will be conducted over two aims. In Aim 1, we will integrate EMA and MEMS and then determine functionality and usability. This aim will be conducted over two phases. In Phase 1, the research study team will integrate the Wisepill technology (MEMS) with REDCap and conduct a functionality simulation with study staff. In Phase 2, a usability assessment of the mEMA-MEMS platform will be conducted with 20 participants, 10 men and 10 women. This phase will involve a think-aloud method and 30-day test using the mEMA-MEMS platform with a study mobile phone. Findings will inform the final mEMA-MEMS platform for Aim 2. In Aim 2, we will conduct an observational cohort study with 60 participants (30 men and 30 women) initiating TB treatment. All participants will be trained on how to use the mEMA-MEMS platform and provided a study mobile phone. Every 28 days, they will return to the clinic study site to refill their Wisepill with medication. During the study, each participant will receive random and event mEMAs based on their dosing behaviors. Participants will be interviewed at enrollment, during continuation and post-continuation stages of treatment, to assess feasibility, acceptability, willingness and safety using interviews and surveys. We will also collect preliminary data to understand psychosocial and contextual factors influential in TB treatment across the continuum, results will be used to inform subsequent study design. The results of this study will inform a larger R01 observational study that will determine what resources are needed at particular times during treatment to support adherence, and determine what resources are generalizable to all and distinctive for men such that an intervention may be developed and tested to support their adherence and TB treatment outcomes.",R21,AI,NIAID,AI,National Institutes of Health (NIH),G,5,1,No,Awarded,10287506,R21AI163977,R21AI163977-01,163977,,,2021,1,2521,Pablo,FALSE,TRUE,FALSE,,,,,,
3455,Enhancing transdiagnostic mechanisms of cognitive dyscontrol using computer-based training,"Mood, anxiety, and traumatic stress disorders are common psychiatric conditions - affecting over 40 million U.S. adults - and are leading causes of disability worldwide. People with these conditions are commonly plagued by difficulty controlling distressing personal thoughts and memories, collectively referred to as repetitive negative thinking symptoms. Models suggest that repetitive negative thinking is driven by executive functioning deficits, such that cognitive resources are insufficient to downregulate unwanted thoughts. Executive functioning deficits could be a promising treatment target but are not typically addressed with existing interventions. The long-term goal advanced by this proposal is to develop effective, mechanistic cognitive training programs that can improve cognition and reduce symptoms associated with mood, anxiety, and traumatic stress disorders. The objectives of this proposal are first to determine the optimal dose of a cognitive training program designed to improve executive functioning in this population using behavioral and neural outcomes (R61). If the cognitive training tested in the R61 successfully improves executive functioning (go/no-go decision), we will evaluate the relationship between change in executive functioning and change in clinical symptoms (R33). Our central hypothesis is that repeated training exercises will enhance executive functioning and will lead to a reduction of repetitive negative thinking in mood, anxiety, and traumatic stress disorders. The hypothesis will be tested by pursing two specific aims: Aim 1 is to identify the cognitive effects and optimal dose of cognitive training. Aim 2 is to evaluate the clinical effects of the optimized cognitive training program relative to a sham condition. We will also conduct an exploratory aim to determine generalization of cognitive training to real-world cognitive performance. The R61 phase will test Aim 1 by randomizing participants with depression, anxiety, and/or traumatic stress disorders to one of two doses of cognitive training or a no-treatment control condition. We will examine executive functioning change with cognitive task performance and functional neuroimaging assessments. The R33 phase will randomize participants to the dose decided by the R61 or a sham condition. The R33 intends to replicate the impact on executive functioning and assess the relationship between change in executive functioning and clinical symptoms. We will explore how cognitive training helps people in their daily lives by including assessments given with a smartphone mobile cognitive testing app. The research proposed is innovative because it aims to address symptoms by intervening on a cognitive target thought to generate symptoms across multiple disorders, thus explicitly testing the interactions of cognitive and emotional symptoms. Outcomes derived from the proposed research will include a novel treatment program and information about its utility for reducing clinical symptoms. Knowledge from this proposal will advance our treatment options by targeting a specific cognitive system, providing a foundation for neuroscience-based therapeutic alternative for symptoms that span mood, anxiety, and traumatic stress disorders.",R61,MH,NIMH,MH,National Institutes of Health (NIH),G,5,1,No,Awarded,10283150,R61MH127005,R61MH127005-01,127005,,,2021,1,2531,Chris,FALSE,TRUE,FALSE,,,,,,
3456,Community Partnership for Telehealth Solutions to Counter Misinformation and Achieve Equity (PRIME),"Use of cancer screening services for Latinx populations has lagged far behind the use for non-Latinx White populations; this has led to later stage detection and worse survival for Latinx people. Clinic-delivered video- texting combined with neighborhood-level navigation services is a telehealth-community solution that offers great promise for addressing cancer screening disparities, as it reduces multi-level barriers to care. Our proposed project, Community Partnership for Telehealth Solutions to Counter Misinformation and Achieve Equity (PRIME), will leverage partnerships among research centers, clinics, and community organizations to provide personalized support services informed by local knowledge and neighborhood-level data, and apply and evaluate novel technical and communication solutions. The goal of PRIME will be to improve colorectal cancer-related care delivery and reduce disparities in telehealth access and care by developing and testing telehealth tools and technologies using novel research methods. This research will use rapid methods and adaptive-evaluation processes and will apply the Health Equity Implementation Framework and components of the Reach Effectiveness-Adoption Implementation Maintenance (RE-AIM) framework, with an emphasis on effects on disparities in implementation and evaluation. PRIME will assess neighborhood-level social determinants of health and adapt and optimize a telehealth-solution to improve the quality, reach, and effectiveness of colorectal cancer screening in predominantly Latinx clinic populations aged 45-54 (Aim 1); test technical and communication solutions that use video-text messages to educate patients about colorectal cancer screening, link them to community-based services, and provide personalized navigation to support to improve uptake of screening and follow-up care, using a pragmatic stepped-wedge design (12 neighborhoods; 3,000 patients aged 45-54; Aim 2); and assess multi-level moderators of program effectiveness (including neighborhood-level social determinants of health, ethnicity, and preferred language) and organizational-level barriers and facilitators to implementation; and scale-up the program across neighborhoods and partnering clinical practice sites (n = 4; Aim 3). This project will leverage local resources and strengthen connections among health systems and trusted community-based organizations, increasing the likelihood of program sustainment. To ensure the project's success, we have assembled an engaged group of community partners, including payers, health centers, community-based organizations, and patients, along with a multi-disciplinary research team of nationally renowned clinicians and scientists. If successful, the program will result in ready-to- implement strategies to reduce cancer-related disparities and improve preventive cancer care access, quality, and health outcomes for Latinx populations.",R01,MD,NIMHD,MD,National Institutes of Health (NIH),G,5,1,Yes,Awarded,10608871,R01MD018253,R01MD018253-01,18253,,,2022,1,2532,Pablo,FALSE,TRUE,FALSE,,,,,,
